"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Prueba2-Ldonovani.gff","Prueba2-Linfantum.gff","Prueba2-LmajorFriedlin.gff","Prueba2-Tbruceigambiense.gff","Prueba2-TcruziCLBrenerEsmeraldo-like.gff","Prueba2-TcruziCLBrenerNon-Esmeraldo-like.gff","Prueba2-Tevansis.gff"
"group_3268","","","3","3","1","6","200","6","109","","1346","1346","1346","LdBPK_290480.1","LINF_290009700","LmjF.29.0470","","","",""
"group_3269","","","3","3","1","6","201","6","110","","956","956","956","LdBPK_290490.1","LINF_290009800","LmjF.29.0480","","","",""
"group_3270","","","3","3","1","6","203","6","113","","3590","3920","3700","LdBPK_290510.1","LINF_290010000","LmjF.29.0500","","","",""
"group_3273","","","3","3","1","6","210","6","119","","2537","2537","2537","LdBPK_290590.1","LINF_290010700","LmjF.29.0570","","","",""
"group_3274","","","3","3","1","6","211","6","120","","1451","1451","1451","LdBPK_290600.1","LINF_290010800","LmjF.29.0580","","","",""
"group_3275","","","3","3","1","6","212","6","121","","1895","1904","1898","LdBPK_290630.1","LINF_290011100","LmjF.29.0610","","","",""
"group_3276","","","3","3","1","6","214","6","122","","5600","5600","5600","LdBPK_290640.1","LINF_290011200","LmjF.29.0620","","","",""
"group_3277","","","3","3","1","6","221","6","129","","2567","2567","2567","LdBPK_290740.1","LINF_290012100","LmjF.29.0710","","","",""
"group_3278","","","3","3","1","6","223","6","132","","2027","2033","2029","LdBPK_290780.1","LINF_290012600","LmjF.29.0750","","","",""
"group_3279","","","3","3","1","6","225","6","134","","575","587","579","LdBPK_290800.1","LINF_290012800","LmjF.29.0770","","","",""
"group_3280","","","3","3","1","6","226","6","135","","1805","1805","1805","LdBPK_290810.1","LINF_290012900","LmjF.29.0780","","","",""
"group_3284","","","3","3","1","6","230","6","139","","1853","1856","1855","LdBPK_290850.1","LINF_290013300","LmjF.29.0810","","","",""
"group_3285","","","3","3","1","6","231","6","140","","1022","1022","1022","LdBPK_290860.1","LINF_290013400","LmjF.29.0820","","","",""
"group_3287","","","3","3","1","6","237","6","144","","1049","1049","1049","LdBPK_290960.1","LINF_290014500","LmjF.29.0885","","","",""
"group_3288","","","3","3","1","6","239","6","148","","1358","1358","1358","LdBPK_290970.1","LINF_290014600","LmjF.29.0890","","","",""
"group_3289","","","3","3","1","6","240","6","149","","2975","2978","2977","LdBPK_291080.1","LINF_290015700","LmjF.29.0990","","","",""
"group_3290","","","3","3","1","6","242","6","151","","1052","1052","1052","LdBPK_291100.1","LINF_290016000","LmjF.29.1010","","","",""
"group_3291","","","3","3","1","6","243","6","152","","2174","2195","2181","LdBPK_291110.1","LINF_290016100","LmjF.29.1020","","","",""
"group_3292","","","3","3","1","6","244","6","153","","5696","5696","5696","LdBPK_291130.1","LINF_290016300","LmjF.29.1040","","","",""
"group_3293","","","3","3","1","6","245","6","154","","2777","2903","2861","LdBPK_291140.1","LINF_290016400","LmjF.29.1050","","","",""
"group_3294","","","3","3","1","6","246","6","155","","3224","3227","3226","LdBPK_291150.1","LINF_290016500","LmjF.29.1060","","","",""
"group_3296","","","3","3","1","6","251","6","158","","1877","1877","1877","LdBPK_291200.1","LINF_290017000","LmjF.29.1110","","","",""
"group_3297","","","3","3","1","6","253","6","160","","1115","1118","1116","LdBPK_291220.1","LINF_290017200","LmjF.29.1130","","","",""
"group_3298","","","3","3","1","6","254","6","161","","827","827","827","LdBPK_291230.1","LINF_290017300","LmjF.29.1140","","","",""
"group_3299","","","3","3","1","6","255","6","162","","449","449","449","LdBPK_291240.1","LINF_290017400","LmjF.29.1150","","","",""
"group_3300","","","3","3","1","6","258","6","164","","1112","1112","1112","LdBPK_291260.1","LINF_290017600","LmjF.29.1170","","","",""
"group_3302","","","3","3","1","6","259","6","166","","1433","1433","1433","LdBPK_291310.1","LINF_290018100","LmjF.29.1220","","","",""
"group_3303","","","3","3","1","6","261","6","168","","2177","2321","2225","LdBPK_291330.1","LINF_290018300","LmjF.29.1240","","","",""
"group_3304","","","3","3","1","6","265","6","172","","356","356","356","LdBPK_291380.1","LINF_290018800","LmjF.29.1290","","","",""
"group_3305","","","3","3","1","6","266","6","173","","890","1073","951","LdBPK_291390.1","LINF_290018900","LmjF.29.1300","","","",""
"group_3306","","","3","3","1","6","267","6","174","","1883","1883","1883","LdBPK_291400.1","LINF_290019000","LmjF.29.1310","","","",""
"group_3307","","","3","3","1","6","269","6","176","","1346","1346","1346","LdBPK_291410.1","LINF_290019100","LmjF.29.1320","","","",""
"group_3308","","","3","3","1","6","155","6","180","","1919","1919","1919","LdBPK_291440.1","LINF_290019300","LmjF.29.1340","","","",""
"group_3309","","","3","3","1","6","149","6","181","","2762","2762","2762","LdBPK_291460.1","LINF_290019800","LmjF.29.1350","","","",""
"group_3310","","","3","3","1","6","148","6","182","","1991","1994","1992","LdBPK_291470.1","LINF_290020000","LmjF.29.1360","","","",""
"group_3311","","","3","3","1","6","145","6","184","","1934","1976","1949","LdBPK_291490.1","LINF_290020200","LmjF.29.1380","","","",""
"group_3312","","","3","3","1","6","143","6","186","","950","950","950","LdBPK_291510.1","LINF_290020400","LmjF.29.1400","","","",""
"group_3313","","","3","3","1","6","140","6","188","","497","497","497","LdBPK_291530.1","LINF_290020600","LmjF.29.1440","","","",""
"group_3314","","","3","3","1","6","139","6","56","","1619","1619","1619","LdBPK_291540.1","LINF_290020700","LmjF.29.1430","","","",""
"group_3315","","","3","3","1","6","138","6","190","","7976","7988","7980","LdBPK_291550.1","LINF_290020900","LmjF.29.1450","","","",""
"group_3316","","","3","3","1","6","135","6","192","","2126","2138","2134","LdBPK_291570.1","LINF_290021100","LmjF.29.1470","","","",""
"group_3317","","","3","3","1","6","132","6","197","","2018","2018","2018","LdBPK_291600.1","LINF_290021400","LmjF.29.1500","","","",""
"group_3319","","","3","3","1","6","127","6","203","","578","578","578","LdBPK_291650.1","LINF_290022000","LmjF.29.1540","","","",""
"group_3320","","","3","3","1","6","124","6","205","","1589","2354","1844","LdBPK_291670.1","LINF_290022200","LmjF.29.1560","","","",""
"group_3321","","","3","3","1","6","122","6","207","","1358","1889","1535","LdBPK_291690.1","LINF_290022400","LmjF.29.1575","","","",""
"group_3322","","","3","3","1","6","121","6","208","","1184","1202","1196","LdBPK_291700.1","LINF_290022500","LmjF.29.1580","","","",""
"group_3325","","","3","3","1","6","117","6","209","","1058","1130","1106","LdBPK_291750.1","LINF_290023000","LmjF.29.1610","","","",""
"group_3326","","","3","3","1","6","115","6","211","","3653","3665","3657","LdBPK_291770.1","LINF_290023200","LmjF.29.1630","","","",""
"group_3327","","","3","3","1","6","114","6","212","","1391","1394","1392","LdBPK_291780.1","LINF_290023300","LmjF.29.1640","","","",""
"group_3329","","","3","3","1","6","112","6","214","","1061","1199","1107","LdBPK_291820.1","LINF_290023600","LmjF.29.1690","","","",""
"group_333","","","3","3","1","11","144","11","136","","1214","1352","1261","LdBPK_091020.1","LINF_090016050","LmjF.09.0970","","","",""
"group_3330","","","3","3","1","6","109","6","216","","3290","3290","3290","LdBPK_291840.1","LINF_290023800","LmjF.29.1710","","","",""
"group_3331","","","3","3","1","6","106","6","223","","1121","1121","1121","LdBPK_291900.1","LINF_290025200","LmjF.29.1780","","","",""
"group_3332","","","3","3","1","6","104","6","224","","1526","1526","1526","LdBPK_291950.1","LINF_290025700","LmjF.29.1830","","","",""
"group_3333","","","3","3","1","6","102","6","226","","998","998","998","LdBPK_291960.1","LINF_290026000","LmjF.29.1840","","","",""
"group_3334","","","3","3","1","6","100","6","228","","833","842","839","LdBPK_291970.1","LINF_290026100","LmjF.29.1850","","","",""
"group_3335","","","3","3","1","6","96","6","232","","620","620","620","LdBPK_292060.1","LINF_290027000","LmjF.29.1940","","","",""
"group_3336","","","3","3","1","6","95","6","233","","2282","2294","2286","LdBPK_292070.1","LINF_290027100","LmjF.29.1950","","","",""
"group_3337","","","3","3","1","6","92","6","239","","2645","2666","2653","LdBPK_292150.1","LINF_290028000","LmjF.29.2030","","","",""
"group_3338","","","3","3","1","6","91","6","240","","3842","3863","3856","LdBPK_292160.1","LINF_290028100","LmjF.29.2040","","","",""
"group_3339","","","3","3","1","6","90","6","241","","2231","2237","2235","LdBPK_292170.1","LINF_290028200","LmjF.29.2050","","","",""
"group_3340","","","3","3","1","6","89","6","242","","3275","3305","3287","LdBPK_292180.1","LINF_290028300","LmjF.29.2060","","","",""
"group_3341","","","3","3","1","6","88","6","243","","1319","1328","1325","LdBPK_292190.1","LINF_290028400","LmjF.29.2070","","","",""
"group_3342","","","3","3","1","6","87","6","244","","1355","1355","1355","LdBPK_292200.1","LINF_290028500","LmjF.29.2080","","","",""
"group_3343","","","3","3","1","6","86","6","245","","4808","4808","4808","LdBPK_292210.1","LINF_290028600","LmjF.29.2090","","","",""
"group_3344","","","3","3","1","6","85","6","246","","1922","1922","1922","LdBPK_292220.1","LINF_290028700","LmjF.29.2100","","","",""
"group_3345","","","3","3","1","6","84","6","247","","5270","5366","5302","LdBPK_292230.1","LINF_290028800","LmjF.29.2110","","","",""
"group_3346","","","3","3","1","6","82","6","249","","671","671","671","LdBPK_292250.1","LINF_290029100","LmjF.29.2140","","","",""
"group_3347","","","3","3","1","6","79","6","252","","1841","1844","1843","LdBPK_292280.1","LINF_290029400","LmjF.29.2170","","","",""
"group_3348","","","3","3","1","6","78","6","253","","1391","1607","1463","LdBPK_292290.1","LINF_290029500","LmjF.29.2180","","","",""
"group_3349","","","3","3","1","6","77","6","254","","4310","4310","4310","LdBPK_292300.1","LINF_290029600","LmjF.29.2190","","","",""
"group_3350","","","3","3","1","6","76","6","255","","2090","2102","2098","LdBPK_292310.1","LINF_290029700","LmjF.29.2200","","","",""
"group_3351","","","3","3","1","6","67","6","263","","1238","1238","1238","LdBPK_292400.1","LINF_290030600","LmjF.29.2290","","","",""
"group_3352","","","3","3","1","6","66","6","264","","2246","2246","2246","LdBPK_292410.1","LINF_290030700","LmjF.29.2300","","","",""
"group_3353","","","3","3","1","6","65","6","265","","803","803","803","LdBPK_292420.1","LINF_290030800","LmjF.29.2310","","","",""
"group_3354","","","3","3","1","6","62","6","269","","1199","1199","1199","LdBPK_292510.1","LINF_290031700","LmjF.29.2400","","","",""
"group_3355","","","3","3","1","6","60","6","37","","2168","2174","2172","LdBPK_292550.1","LINF_290032100","LmjF.29.2440","","","",""
"group_3356","","","3","3","1","6","59","6","36","","467","467","467","LdBPK_292560.1","LINF_290032200","LmjF.29.2450","","","",""
"group_3358","","","3","3","1","6","55","6","30","","203","203","203","LdBPK_292640.1","LINF_290033100","LmjF.29.2530","","","",""
"group_3359","","","3","3","1","6","54","6","29","","1904","1916","1908","LdBPK_292650.1","LINF_290033200","LmjF.29.2540","","","",""
"group_336","","","3","3","1","11","122","11","111","","6140","7547","6664","LdBPK_091300.1","LINF_090019800","LmjF.09.1240","","","",""
"group_3360","","","3","3","1","6","53","6","28","","2621","2621","2621","LdBPK_292660.1","LINF_290033300","LmjF.29.2550","","","",""
"group_3361","","","3","3","1","6","52","6","27","","1022","1025","1023","LdBPK_292670.1","LINF_290033400","LmjF.29.2560","","","",""
"group_3362","","","3","3","1","6","51","6","26","","1505","1505","1505","LdBPK_292680.1","LINF_290033500","LmjF.29.2570","","","",""
"group_3364","","","3","3","1","6","49","6","23","","2156","2159","2158","LdBPK_292720.1","LINF_290033900","LmjF.29.2610","","","",""
"group_3365","","","3","3","1","6","48","6","22","","368","368","368","LdBPK_292730.1","LINF_290034000","LmjF.29.2620","","","",""
"group_3368","","","3","3","1","6","45","6","19","","2861","2861","2861","LdBPK_292770.1","LINF_290034400","LmjF.29.2660","","","",""
"group_3369","","","3","3","1","6","44","6","18","","1565","1568","1567","LdBPK_292780.1","LINF_290034500","LmjF.29.2670","","","",""
"group_3370","","","3","3","1","6","43","6","17","","3245","3254","3248","LdBPK_292790.1","LINF_290034600","LmjF.29.2680","","","",""
"group_3371","","","3","3","1","6","41","6","15","","875","875","875","LdBPK_292890.1","LINF_290035600","LmjF.29.2780","","","",""
"group_3372","","","3","3","1","6","40","6","14","","578","578","578","LdBPK_292900.1","LINF_290035700","LmjF.29.2790","","","",""
"group_3373","","","3","3","1","6","39","6","13","","1001","1001","1001","LdBPK_292910.1","LINF_290035800","LmjF.29.2800","","","",""
"group_3374","","","3","3","1","6","38","6","12","","2210","2216","2212","LdBPK_292920.1","LINF_290035900","LmjF.29.2810","","","",""
"group_3375","","","3","3","1","6","32","6","7","","1157","1157","1157","LdBPK_292980.1","LINF_290036500","LmjF.29.2870","","","",""
"group_3377","","","3","3","1","1","1827","1","907","","1283","1283","1283","LdBPK_300110.1","LINF_300006200","LmjF.30.0110","","","",""
"group_3378","","","3","3","1","1","1828","1","908","","1865","1865","1865","LdBPK_300120.1","LINF_300006300","LmjF.30.0120","","","",""
"group_3379","","","3","3","1","1","1830","1","910","","1040","1040","1040","LdBPK_300140.1","LINF_300006500","LmjF.30.0140","","","",""
"group_3380","","","3","3","1","1","1831","1","911","","650","1070","790","LdBPK_300150.1","LINF_300006600","LmjF.30.0150","","","",""
"group_3381","","","3","3","1","1","1832","1","913","","1844","1871","1853","LdBPK_300160.1","LINF_300006700","LmjF.30.0170","","","",""
"group_3383","","","3","3","1","1","1833","1","919","","1925","2234","2028","LdBPK_300260.1","LINF_300007600","LmjF.30.0260","","","",""
"group_3384","","","3","3","1","1","1834","1","920","","1184","1184","1184","LdBPK_300270.1","LINF_300007700","LmjF.30.0270","","","",""
"group_3385","","","3","3","1","1","1838","1","924","","4571","4757","4633","LdBPK_300290.1","LINF_300007900","LmjF.30.0290","","","",""
"group_3386","","","3","3","1","1","1839","1","925","","2396","2396","2396","LdBPK_300340.1","LINF_300008400","LmjF.30.0340","","","",""
"group_3387","","","3","3","1","1","1840","1","926","","1823","1832","1829","LdBPK_300350.1","LINF_300008500","LmjF.30.0350","","","",""
"group_3388","","","3","3","1","1","1841","1","927","","1928","1928","1928","LdBPK_300360.1","LINF_300008600","LmjF.30.0360","","","",""
"group_3389","","","3","3","1","1","1842","1","928","","1232","1232","1232","LdBPK_300370.1","LINF_300008700","LmjF.30.0370","","","",""
"group_3390","","","3","3","1","1","1844","1","930","","752","800","768","LdBPK_300390.1","LINF_300008900","LmjF.30.0390","","","",""
"group_3391","","","3","3","1","1","1845","1","931","","1274","1490","1418","LdBPK_300400.1","LINF_300009000","LmjF.30.0400","","","",""
"group_3392","","","3","3","1","1","1848","1","934","","1409","1409","1409","LdBPK_300490.1","LINF_300009900","LmjF.30.0480","","","",""
"group_3393","","","3","3","1","1","1849","1","936","","2150","2150","2150","LdBPK_300500.1","LINF_300010000","LmjF.30.0490","","","",""
"group_3396","","","3","3","1","1","1852","1","938","","2786","2786","2786","LdBPK_300620.1","LINF_300011100","LmjF.30.0600","","","",""
"group_3397","","","3","3","1","1","1856","1","941","","1640","1640","1640","LdBPK_300740.1","LINF_300012300","LmjF.30.0710","","","",""
"group_3398","","","3","3","1","1","1859","1","943","","2300","2315","2310","LdBPK_300890.1","LINF_300013800","LmjF.30.0820","","","",""
"group_3399","","","3","3","1","1","1861","1","945","","665","668","667","LdBPK_300930.1","LINF_300014300","LmjF.30.0870","","","",""
"group_3400","","","3","3","1","1","1862","1","946","","1037","1037","1037","LdBPK_300940.1","LINF_300014400","LmjF.30.0880","","","",""
"group_3401","","","3","3","1","1","1863","1","947","","644","830","706","LdBPK_300950.1","LINF_300014500","LmjF.30.0890","","","",""
"group_3402","","","3","3","1","1","1865","1","948","","2072","2072","2072","LdBPK_300960.1","LINF_300014600","LmjF.30.0900","","","",""
"group_3403","","","3","3","1","1","1867","1","951","","2285","2351","2307","LdBPK_301000.1","LINF_300015000","LmjF.30.0940","","","",""
"group_3405","","","3","3","1","1","1870","1","953","","1382","1502","1422","LdBPK_301040.1","LINF_300015400","LmjF.30.0980","","","",""
"group_3408","","","3","3","1","1","1874","1","957","","752","770","758","LdBPK_301100.1","LINF_300016000","LmjF.30.1040","","","",""
"group_3409","","","3","3","1","1","1875","1","958","","1016","1016","1016","LdBPK_301110.1","LINF_300016100","LmjF.30.1050","","","",""
"group_3410","","","3","3","1","1","1878","1","961","","2990","3509","3163","LdBPK_301150.1","LINF_300016500","LmjF.30.1090","","","",""
"group_3411","","","3","3","1","1","1879","1","962","","911","923","919","LdBPK_301160.1","LINF_300016600","LmjF.30.1100","","","",""
